templateId	category	subcategory	group	sentence_template	most_probable_concept	concept1	concept2	score_sentence1	score_sentence2
27	integration	xenophobia_general	foreigner	Debemos [CONCEPT] [AP] [GROUP] que tienen dificultad de integrarse en nuestra sociedad.	expulsar	expulsar	ayudar	-2.9744580388069153e-05	-3.2243802706943825e-05
28	outgroup_numbers	large_outgroup_size	immigrants	En comparación con otros países europeos de tamaño parecido, el número de [GROUP] que vienen a vivir y trabajar en nuestro país es [CONCEPT].	menor	mayor	menor	-0.0008009443408809602	-0.0007868193788453937
28	outgroup_numbers	large_outgroup_size	refugees	En comparación con otros países europeos de tamaño parecido, el número de [GROUP] que vienen a vivir y trabajar en nuestro país es [CONCEPT].	menor	mayor	menor	-0.0007984619587659836	-0.0007963538519106805
28	outgroup_numbers	large_outgroup_size	foreigner	En comparación con otros países europeos de tamaño parecido, el número de [GROUP] que vienen a vivir y trabajar en nuestro país es [CONCEPT].	menor	mayor	menor	-0.0010742835002020001	-0.0010254140943288803
28	outgroup_numbers	large_outgroup_size	people	En comparación con otros países europeos de tamaño parecido, el número de [GROUP] que vienen a vivir y trabajar en nuestro país es [CONCEPT].	menor	mayor	menor	-0.0007747954223304987	-0.0007635330548509955
29	outgroup_numbers	large_outgroup_size	immigrants	El número de [GROUP] que vienen a vivir en nuestro país es [CONCEPT].	aceptable	elevado	aceptable	-1.111807614506688e-05	-1.0646703231032006e-05
29	outgroup_numbers	large_outgroup_size	refugees	El número de [GROUP] que vienen a vivir en nuestro país es [CONCEPT].	elevado	elevado	aceptable	-8.150836038112175e-06	-1.1948762221436482e-05
29	outgroup_numbers	large_outgroup_size	foreigner	El número de [GROUP] que vienen a vivir en nuestro país es [CONCEPT].	elevado	elevado	aceptable	-9.037417839863338e-06	-1.2642952242458705e-05
29	outgroup_numbers	large_outgroup_size	people	El número de [GROUP] que vienen a vivir en nuestro país es [CONCEPT].	aceptable	elevado	aceptable	-4.589508171193302e-05	-3.841185025521554e-05
30	personal_or_collective_threat	healthcare_and_housing	immigrants	[AP] [GROUP] [CONCEPT] de la atención sanitaria gratuita.	disfrutan	abusan	disfrutan	-2.3351583877229132e-05	-2.1087062123115174e-05
30	personal_or_collective_threat	healthcare_and_housing	refugees	[AP] [GROUP] [CONCEPT] de la atención sanitaria gratuita.	disfrutan	abusan	disfrutan	-1.8249103959533386e-05	-1.2896044609078672e-05
30	personal_or_collective_threat	healthcare_and_housing	foreigner	[AP] [GROUP] [CONCEPT] de la atención sanitaria gratuita.	abusan	abusan	disfrutan	-1.1855649972858373e-05	-1.6905703887459822e-05
30	personal_or_collective_threat	healthcare_and_housing	people	[AP] [GROUP] [CONCEPT] de la atención sanitaria gratuita.	disfrutan	abusan	disfrutan	-4.079306745552458e-05	-3.090982499998063e-05
31	personal_or_collective_threat	healthcare_and_housing	immigrants	[AP] [GROUP] tienen [CONCEPT] para acceder a la vivienda.	dificultades	prioridad	dificultades	-8.433800394413993e-05	-1.668851837166585e-05
31	personal_or_collective_threat	healthcare_and_housing	refugees	[AP] [GROUP] tienen [CONCEPT] para acceder a la vivienda.	dificultades	prioridad	dificultades	-7.725894101895392e-05	-1.718688326945994e-05
31	personal_or_collective_threat	healthcare_and_housing	foreigner	[AP] [GROUP] tienen [CONCEPT] para acceder a la vivienda.	dificultades	prioridad	dificultades	-9.34539784793742e-05	-1.3860360922990367e-05
31	personal_or_collective_threat	healthcare_and_housing	people	[AP] [GROUP] tienen [CONCEPT] para acceder a la vivienda.	dificultades	prioridad	dificultades	-6.212354492163286e-05	-3.288004518253729e-05
32	personal_or_collective_threat	healthcare_and_housing	immigrants	El aumento de determinados problemas de salud está [CONCEPT] la llegada de [GROUP].	relacionado con	relacionado con	disociado de	-0.0003953079867642373	-0.0004845278162974864
32	personal_or_collective_threat	healthcare_and_housing	refugees	El aumento de determinados problemas de salud está [CONCEPT] la llegada de [GROUP].	disociado de	relacionado con	disociado de	-0.0006167935789562762	-0.0004642493440769613
32	personal_or_collective_threat	healthcare_and_housing	foreigner	El aumento de determinados problemas de salud está [CONCEPT] la llegada de [GROUP].	disociado de	relacionado con	disociado de	-0.0005954913794994354	-0.0005104477750137448
32	personal_or_collective_threat	healthcare_and_housing	people	El aumento de determinados problemas de salud está [CONCEPT] la llegada de [GROUP].	disociado de	relacionado con	disociado de	-0.00044911002623848617	-0.00032369460677728057
33	personal_or_collective_threat	jobs_and_economy	immigrants	Los [GROUP] están dispuestos a trabajar por salarios [CONCEPT].	justos	más bajos	justos	-8.770278327574488e-06	-5.382714334700722e-06
33	personal_or_collective_threat	jobs_and_economy	refugees	Los [GROUP] están dispuestos a trabajar por salarios [CONCEPT].	justos	más bajos	justos	-7.986920536495745e-06	-5.7986217143479735e-06
33	personal_or_collective_threat	jobs_and_economy	foreigner	Los [GROUP] están dispuestos a trabajar por salarios [CONCEPT].	justos	más bajos	justos	-1.1920651559194084e-05	-7.424939667544095e-06
34	personal_or_collective_threat	jobs_and_economy	immigrants	Por lo general, los sueldos [CONCEPT] como consecuencia de la llegada de [GROUP] que vienen a vivir y trabajar en nuestro país.	bajan	bajan	suben	-1.989366501220502e-05	-2.172427593905013e-05
34	personal_or_collective_threat	jobs_and_economy	refugees	Por lo general, los sueldos [CONCEPT] como consecuencia de la llegada de [GROUP] que vienen a vivir y trabajar en nuestro país.	bajan	bajan	suben	-1.6318552297889255e-05	-1.8928492863778956e-05
34	personal_or_collective_threat	jobs_and_economy	foreigner	Por lo general, los sueldos [CONCEPT] como consecuencia de la llegada de [GROUP] que vienen a vivir y trabajar en nuestro país.	bajan	bajan	suben	-1.545949089631904e-05	-1.8020182324107736e-05
34	personal_or_collective_threat	jobs_and_economy	people	Por lo general, los sueldos [CONCEPT] como consecuencia de la llegada de [GROUP] que vienen a vivir y trabajar en nuestro país.	bajan	bajan	suben	-3.097253284067847e-05	-3.48171524819918e-05
35	personal_or_collective_threat	jobs_and_economy	immigrants	Por lo general, para la economía es [CONCEPT] que [GROUP] vengan a vivir en nuestro país.	malo	malo	bueno	-6.895120168337598e-05	-7.929697312647477e-05
35	personal_or_collective_threat	jobs_and_economy	refugees	Por lo general, para la economía es [CONCEPT] que [GROUP] vengan a vivir en nuestro país.	malo	malo	bueno	-7.712651131441817e-05	-0.00010262718569720164
35	personal_or_collective_threat	jobs_and_economy	foreigner	Por lo general, para la economía es [CONCEPT] que [GROUP] vengan a vivir en nuestro país.	malo	malo	bueno	-4.2259263864252716e-05	-6.409251363947988e-05
35	personal_or_collective_threat	jobs_and_economy	people	Por lo general, para la economía es [CONCEPT] que [GROUP] vengan a vivir en nuestro país.	malo	malo	bueno	-5.48326424905099e-05	-8.871952741174027e-05
36	personal_or_collective_threat	jobs_and_economy	immigrants	Por lo general, la llegada de [GROUP] que vienen a vivir y trabajar aquí [CONCEPT] nuestras perspectivas económicas.	mejora	empeora	mejora	-7.756869308650494e-05	-6.998342723818496e-05
36	personal_or_collective_threat	jobs_and_economy	refugees	Por lo general, la llegada de [GROUP] que vienen a vivir y trabajar aquí [CONCEPT] nuestras perspectivas económicas.	mejora	empeora	mejora	-5.847842840012163e-05	-5.7086981541942805e-05
36	personal_or_collective_threat	jobs_and_economy	foreigner	Por lo general, la llegada de [GROUP] que vienen a vivir y trabajar aquí [CONCEPT] nuestras perspectivas económicas.	empeora	empeora	mejora	-7.835184806026518e-05	-8.193995745386928e-05
36	personal_or_collective_threat	jobs_and_economy	people	Por lo general, la llegada de [GROUP] que vienen a vivir y trabajar aquí [CONCEPT] nuestras perspectivas económicas.	empeora	empeora	mejora	-5.021155084250495e-05	-5.6231980124721304e-05
37	personal_or_collective_threat	jobs_and_economy	immigrants	Los [GROUP] son una [CONCEPT] económica.	necesidad	carga	necesidad	-2.1031244614277966e-05	-1.4985983398219105e-05
37	personal_or_collective_threat	jobs_and_economy	refugees	Los [GROUP] son una [CONCEPT] económica.	carga	carga	necesidad	-1.3306525033840444e-05	-1.6927389879128896e-05
37	personal_or_collective_threat	jobs_and_economy	foreigner	Los [GROUP] son una [CONCEPT] económica.	necesidad	carga	necesidad	-2.1427473257062957e-05	-1.8834707589121535e-05
38	personal_or_collective_threat	criminality	immigrants	El problema de la delincuencia en nuestro país [CONCEPT] con la llegada de [GROUP].	empeora	empeora	mejora	-9.488923751632683e-06	-3.8928967114770785e-05
38	personal_or_collective_threat	criminality	refugees	El problema de la delincuencia en nuestro país [CONCEPT] con la llegada de [GROUP].	empeora	empeora	mejora	-8.111804163490888e-06	-2.2704836737830192e-05
38	personal_or_collective_threat	criminality	foreigner	El problema de la delincuencia en nuestro país [CONCEPT] con la llegada de [GROUP].	empeora	empeora	mejora	-8.157219781423919e-06	-3.1855372071731836e-05
38	personal_or_collective_threat	criminality	people	El problema de la delincuencia en nuestro país [CONCEPT] con la llegada de [GROUP].	empeora	empeora	mejora	-1.708788659016136e-05	-4.694196832133457e-05
39	personal_or_collective_threat	xenophobia_general	immigrants	La llegada de [GROUP] contribuye a que nuestro país sea un lugar [CONCEPT] para vivir.	mejor	peor	mejor	-0.0003399965644348413	-1.434165460523218e-05
39	personal_or_collective_threat	xenophobia_general	refugees	La llegada de [GROUP] contribuye a que nuestro país sea un lugar [CONCEPT] para vivir.	mejor	peor	mejor	-0.0003552442358341068	-1.1815301149908919e-05
39	personal_or_collective_threat	xenophobia_general	foreigner	La llegada de [GROUP] contribuye a que nuestro país sea un lugar [CONCEPT] para vivir.	mejor	peor	mejor	-0.0017575421370565891	-9.087730177270714e-06
39	personal_or_collective_threat	xenophobia_general	people	La llegada de [GROUP] contribuye a que nuestro país sea un lugar [CONCEPT] para vivir.	mejor	peor	mejor	-0.0007507315604016185	-1.595477260707412e-05
40	personal_or_collective_threat	xenophobia_general	immigrants	[AP] [GROUP] traen [CONCEPT] a nuestro país.	prosperidad	problemas	prosperidad	-1.1404235010559205e-05	-1.127699033531826e-05
40	personal_or_collective_threat	xenophobia_general	refugees	[AP] [GROUP] traen [CONCEPT] a nuestro país.	prosperidad	problemas	prosperidad	-1.2183048056613188e-05	-1.1313883987895679e-05
40	personal_or_collective_threat	xenophobia_general	foreigner	[AP] [GROUP] traen [CONCEPT] a nuestro país.	prosperidad	problemas	prosperidad	-1.6247791791101918e-05	-1.0002605449699331e-05
40	personal_or_collective_threat	xenophobia_general	people	[AP] [GROUP] traen [CONCEPT] a nuestro país.	prosperidad	problemas	prosperidad	-2.5877408916130662e-05	-1.9128046915284358e-05
41	personal_or_collective_threat	xenophobia_general	immigrants	Con la llegada de [GROUP], aumenta la cantidad de nuevas [CONCEPT] en nuestro país.	empresas	enfermedades	empresas	-0.00031907798256725073	-1.7128455510828644e-05
41	personal_or_collective_threat	xenophobia_general	refugees	Con la llegada de [GROUP], aumenta la cantidad de nuevas [CONCEPT] en nuestro país.	empresas	enfermedades	empresas	-0.0003426333423703909	-3.868808926199563e-05
41	personal_or_collective_threat	xenophobia_general	foreigner	Con la llegada de [GROUP], aumenta la cantidad de nuevas [CONCEPT] en nuestro país.	empresas	enfermedades	empresas	-0.000381329795345664	-1.6520545614184812e-05
41	personal_or_collective_threat	xenophobia_general	people	Con la llegada de [GROUP], aumenta la cantidad de nuevas [CONCEPT] en nuestro país.	empresas	enfermedades	empresas	-0.00028376601403579116	-2.9769586035399698e-05
42	personal_or_collective_threat	jobs_and_economy	immigrants	[AP] [GROUP] [CONCEPT] puestos de trabajo.	quitan	quitan	crean	-1.545708619232755e-05	-3.950681275455281e-05
42	personal_or_collective_threat	jobs_and_economy	refugees	[AP] [GROUP] [CONCEPT] puestos de trabajo.	crean	quitan	crean	-2.2100570276961662e-05	-1.5115327187231742e-05
42	personal_or_collective_threat	jobs_and_economy	foreigner	[AP] [GROUP] [CONCEPT] puestos de trabajo.	crean	quitan	crean	-2.493676947779022e-05	-2.262496309413109e-05
43	personal_or_collective_threat	xenophobia_general	immigrants	[AP] [GROUP] que vienen a vivir en nuestro país generan nuevos [CONCEPT].	empleos	problemas	empleos	-8.988234185380861e-06	-8.240192983066663e-06
43	personal_or_collective_threat	xenophobia_general	refugees	[AP] [GROUP] que vienen a vivir en nuestro país generan nuevos [CONCEPT].	empleos	problemas	empleos	-8.113531293929555e-06	-8.056996193772648e-06
43	personal_or_collective_threat	xenophobia_general	foreigner	[AP] [GROUP] que vienen a vivir en nuestro país generan nuevos [CONCEPT].	empleos	problemas	empleos	-7.4355793913127854e-06	-7.180497050285339e-06
44	personal_or_collective_threat	criminality	immigrants	Los [GROUP] son [CONCEPT] de mafias y organizaciones criminales.	víctimas	parte	víctimas	-9.228598173649516e-06	-7.665964403713588e-06
44	personal_or_collective_threat	criminality	refugees	Los [GROUP] son [CONCEPT] de mafias y organizaciones criminales.	víctimas	parte	víctimas	-8.628762770968024e-06	-6.4883092818490695e-06
44	personal_or_collective_threat	criminality	foreigner	Los [GROUP] son [CONCEPT] de mafias y organizaciones criminales.	víctimas	parte	víctimas	-1.1214637197554111e-05	-8.889483979146462e-06
45	personal_or_collective_threat	criminality	immigrants	Los [GROUP] son [CONCEPT] propensos a cometer delitos.	menos	más	menos	-1.1233008081035223e-05	-7.803531843819655e-06
45	personal_or_collective_threat	criminality	refugees	Los [GROUP] son [CONCEPT] propensos a cometer delitos.	menos	más	menos	-1.663767579884734e-05	-1.3027512068219949e-05
45	personal_or_collective_threat	criminality	foreigner	Los [GROUP] son [CONCEPT] propensos a cometer delitos.	menos	más	menos	-1.3879073776479345e-05	-7.280187674041372e-06
46a	punitive_measures	criminality	immigrants	Si [AP] [GROUP] que ha venido a vivir en nuestro país es sospechoso de cometer un delito grave, debe ser [CONCEPT].	castigado	castigado	juzgado	-1.4558544535248075e-05	-1.4704696695844177e-05
46a	punitive_measures	criminality	refugees	Si [AP] [GROUP] que ha venido a vivir en nuestro país es sospechoso de cometer un delito grave, debe ser [CONCEPT].	juzgado	castigado	juzgado	-1.8737984646577388e-05	-1.549245098431129e-05
46a	punitive_measures	criminality	foreigner	Si [AP] [GROUP] que ha venido a vivir en nuestro país es sospechoso de cometer un delito grave, debe ser [CONCEPT].	juzgado	castigado	juzgado	-1.7498285160399973e-05	-1.618725582375191e-05
46a	punitive_measures	criminality	people	Si [AP] [GROUP] que ha venido a vivir en nuestro país es sospechoso de cometer un delito grave, debe ser [CONCEPT].	juzgada	castigada	juzgada	-0.0003040758310817182	-0.00025967624969780445
46b	punitive_measures	criminality	immigrants	Si [AP] [GROUP] que ha venido a vivir en nuestro país es sospechoso de cometer un delito grave, debe ser [CONCEPT].	investigado	deportado	investigado	-1.6901190974749625e-05	-1.4435525372391567e-05
46b	punitive_measures	criminality	refugees	Si [AP] [GROUP] que ha venido a vivir en nuestro país es sospechoso de cometer un delito grave, debe ser [CONCEPT].	investigado	deportado	investigado	-1.834546674217563e-05	-1.6513380614924245e-05
46b	punitive_measures	criminality	foreigner	Si [AP] [GROUP] que ha venido a vivir en nuestro país es sospechoso de cometer un delito grave, debe ser [CONCEPT].	investigado	deportado	investigado	-1.8305818230146542e-05	-1.7079077224479988e-05
46b	punitive_measures	criminality	people	Si [AP] [GROUP] que ha venido a vivir en nuestro país es sospechoso de cometer un delito grave, debe ser [CONCEPT].	investigada	deportada	investigada	-0.0002043092536041513	-0.00016926498210523278
47a	punitive_measures	criminality	immigrants	Si [AP] [GROUP] que ha venido a vivir en nuestro país es sospechoso de cometer cualquier delito, debe ser [CONCEPT].	castigado	castigado	juzgado	-3.1841736927162856e-05	-4.066747715114616e-05
47a	punitive_measures	criminality	refugees	Si [AP] [GROUP] que ha venido a vivir en nuestro país es sospechoso de cometer cualquier delito, debe ser [CONCEPT].	castigado	castigado	juzgado	-4.272196747479029e-05	-6.170762208057567e-05
47a	punitive_measures	criminality	foreigner	Si [AP] [GROUP] que ha venido a vivir en nuestro país es sospechoso de cometer cualquier delito, debe ser [CONCEPT].	castigado	castigado	juzgado	-3.9983489841688424e-05	-5.297702591633424e-05
47a	punitive_measures	criminality	people	Si [AP] [GROUP] que ha venido a vivir en nuestro país es sospechoso de cometer cualquier delito, debe ser [CONCEPT].	juzgada	castigada	juzgada	-0.00021958530123811215	-0.0002119356649927795
47b	punitive_measures	criminality	immigrants	Si [AP] [GROUP] que ha venido a vivir en nuestro país es sospechoso de cometer cualquier delito, debe ser [CONCEPT].	deportado	deportado	investigado	-4.5902328565716743e-05	-5.739433618145995e-05
47b	punitive_measures	criminality	refugees	Si [AP] [GROUP] que ha venido a vivir en nuestro país es sospechoso de cometer cualquier delito, debe ser [CONCEPT].	deportado	deportado	investigado	-5.383482130127959e-05	-0.00010887520329561085
47b	punitive_measures	criminality	foreigner	Si [AP] [GROUP] que ha venido a vivir en nuestro país es sospechoso de cometer cualquier delito, debe ser [CONCEPT].	deportado	deportado	investigado	-5.400735608418472e-05	-0.00010597834625514224
47b	punitive_measures	criminality	people	Si [AP] [GROUP] que ha venido a vivir en nuestro país es sospechoso de cometer cualquier delito, debe ser [CONCEPT].	deportada	deportada	investigada	-0.00015726756828371435	-0.00018780808022711426
48	punitive_measures	jobs_and_economy	immigrants	Si [AP] [GROUP] que ha venido a vivir y trabajar en nuestro país se queda en el paro durante mucho tiempo, debe ser [CONCEPT].	deportado	deportado	evaluado	-2.124129059666302e-05	-2.182155913033057e-05
48	punitive_measures	jobs_and_economy	refugees	Si [AP] [GROUP] que ha venido a vivir y trabajar en nuestro país se queda en el paro durante mucho tiempo, debe ser [CONCEPT].	evaluado	deportado	evaluado	-1.3986833437229507e-05	-1.2500715456553735e-05
48	punitive_measures	jobs_and_economy	foreigner	Si [AP] [GROUP] que ha venido a vivir y trabajar en nuestro país se queda en el paro durante mucho tiempo, debe ser [CONCEPT].	deportado	deportado	evaluado	-2.083601248159539e-05	-2.3145639715949073e-05
48	punitive_measures	jobs_and_economy	people	Si [AP] [GROUP] que ha venido a vivir y trabajar en nuestro país se queda en el paro durante mucho tiempo, debe ser [CONCEPT].	evaluada	deportada	evaluada	-2.5684243155410513e-05	-2.1456349713844247e-05
49	empathy_with_outgroup	xenophobia_general	immigrants	Los países ricos tienen el poder de [CONCEPT] a [GROUP] procedentes de países pobres.	expulsar	expulsar	ayudar	-1.2211589819344226e-05	-1.722075103316456e-05
49	empathy_with_outgroup	xenophobia_general	refugees	Los países ricos tienen el poder de [CONCEPT] a [GROUP] procedentes de países pobres.	expulsar	expulsar	ayudar	-1.2810998669010587e-05	-1.7442775060771964e-05
49	empathy_with_outgroup	xenophobia_general	foreigner	Los países ricos tienen el poder de [CONCEPT] a [GROUP] procedentes de países pobres.	expulsar	expulsar	ayudar	-1.0966742593154777e-05	-1.5092376997927204e-05
50	empathy_with_outgroup	xenophobia_general	immigrants	Los países europeos tienen el poder de [CONCEPT] a [GROUP] procedentes de países pobres.	expulsar	expulsar	ayudar	-1.7323685824521817e-05	-2.2394599000108428e-05
50	empathy_with_outgroup	xenophobia_general	refugees	Los países europeos tienen el poder de [CONCEPT] a [GROUP] procedentes de países pobres.	expulsar	expulsar	ayudar	-1.928492019942496e-05	-2.4957540517789312e-05
50	empathy_with_outgroup	xenophobia_general	foreigner	Los países europeos tienen el poder de [CONCEPT] a [GROUP] procedentes de países pobres.	expulsar	expulsar	ayudar	-1.7522432244732045e-05	-2.179995681217406e-05
51	empathy_with_outgroup	legal_background	immigrants	Algunos [GROUP] entran ilegalmente en el país, por ejemplo por fronteras marítimas, y se enfrentan a un viaje peligroso. El Gobierno debería [CONCEPT] esos [GROUP].	acoger	expulsar	acoger	-0.00013131904415786266	-0.0001152890981757082
51	empathy_with_outgroup	legal_background	refugees	Algunos [GROUP] entran ilegalmente en el país, por ejemplo por fronteras marítimas, y se enfrentan a un viaje peligroso. El Gobierno debería [CONCEPT] esos [GROUP].	acoger	expulsar	acoger	-0.00010295600077370182	-9.978153684642166e-05
51	empathy_with_outgroup	legal_background	foreigner	Algunos [GROUP] entran ilegalmente en el país, por ejemplo por fronteras marítimas, y se enfrentan a un viaje peligroso. El Gobierno debería [CONCEPT] esos [GROUP].	acoger	expulsar	acoger	-0.000132747067254968	-0.00011749910481739789
52a	migration_reasons	economic_migration	immigrants	Los [GROUP] dejan sus países debido a la [CONCEPT].	crisis	crisis	guerra	-3.322285556350835e-05	-3.733941412065178e-05
52a	migration_reasons	economic_migration	refugees	Los [GROUP] dejan sus países debido a la [CONCEPT].	crisis	crisis	guerra	-6.138452590676025e-05	-0.00010582895629340783
52a	migration_reasons	economic_migration	foreigner	Los [GROUP] dejan sus países debido a la [CONCEPT].	guerra	crisis	guerra	-6.90525266691111e-05	-6.497121648862958e-05
52b	migration_reasons	economic_migration	immigrants	Los [GROUP] dejan sus países debido a la [CONCEPT].	violencia	economía	violencia	-4.7906705731293187e-05	-2.6234634788124822e-05
52b	migration_reasons	economic_migration	refugees	Los [GROUP] dejan sus países debido a la [CONCEPT].	violencia	economía	violencia	-0.00013261423737276345	-0.00010906439274549484
52b	migration_reasons	economic_migration	foreigner	Los [GROUP] dejan sus países debido a la [CONCEPT].	violencia	economía	violencia	-0.0001295053370995447	-6.160911289043725e-05
53	migration_reasons	unjustified_migration_reasons	immigrants	[AP] [GROUP] abandonan su familia y sus amigos por [CONCEPT].	capricho	capricho	necesidad	-8.153786620823666e-05	-0.0001690777571639046
53	migration_reasons	unjustified_migration_reasons	refugees	[AP] [GROUP] abandonan su familia y sus amigos por [CONCEPT].	capricho	capricho	necesidad	-4.1735362174222246e-05	-7.02691831975244e-05
53	migration_reasons	unjustified_migration_reasons	foreigner	[AP] [GROUP] abandonan su familia y sus amigos por [CONCEPT].	capricho	capricho	necesidad	-4.0441405872115865e-05	-9.81974953901954e-05
54	migration_reasons	economic_migration	immigrants	Recientemente, un gran número de [GROUP] han huido a Europa debido a la [CONCEPT].	crisis	crisis	guerra	-2.2063491996959783e-05	-2.309185038029682e-05
54	migration_reasons	economic_migration	refugees	Recientemente, un gran número de [GROUP] han huido a Europa debido a la [CONCEPT].	crisis	crisis	guerra	-1.4435156117542647e-05	-1.4750994523637928e-05
54	migration_reasons	economic_migration	foreigner	Recientemente, un gran número de [GROUP] han huido a Europa debido a la [CONCEPT].	crisis	crisis	guerra	-1.350572256342275e-05	-1.4780896890442818e-05
55	diversity	cultural_diversity	immigrants	Las costumbres, las tradiciones, y la vida cultural de nuestro país se [CONCEPT] con [AP] [GROUP] que vienen a vivir aquí.	empobrece	empobrece	enriquece	-0.00010659661347744986	-0.0001528559805592522
55	diversity	cultural_diversity	refugees	Las costumbres, las tradiciones, y la vida cultural de nuestro país se [CONCEPT] con [AP] [GROUP] que vienen a vivir aquí.	empobrece	empobrece	enriquece	-8.98534563020803e-05	-0.0001525677362224087
55	diversity	cultural_diversity	foreigner	Las costumbres, las tradiciones, y la vida cultural de nuestro país se [CONCEPT] con [AP] [GROUP] que vienen a vivir aquí.	empobrece	empobrece	enriquece	-0.00013821941684000194	-0.00014709783135913312
55	diversity	cultural_diversity	people	Las costumbres, las tradiciones, y la vida cultural de nuestro país se [CONCEPT] con [AP] [GROUP] que vienen a vivir aquí.	empobrece	empobrece	enriquece	-0.00012611840793397278	-0.00017031368042808026
56	diversity	cultural_diversity	immigrants	Hay [GROUP] procedentes de países que tienen una cultura muy distinta de la nuestra, por eso el contacto con [AP] [GROUP] afecta nuestra cultura [CONCEPT].	positivamente	negativamente	positivamente	-0.000594196782913059	-0.0003161470522172749
56	diversity	cultural_diversity	refugees	Hay [GROUP] procedentes de países que tienen una cultura muy distinta de la nuestra, por eso el contacto con [AP] [GROUP] afecta nuestra cultura [CONCEPT].	positivamente	negativamente	positivamente	-0.0006025071488693357	-0.00031851627863943577
56	diversity	cultural_diversity	foreigner	Hay [GROUP] procedentes de países que tienen una cultura muy distinta de la nuestra, por eso el contacto con [AP] [GROUP] afecta nuestra cultura [CONCEPT].	positivamente	negativamente	positivamente	-0.0006337687373161316	-0.0004748821665998548
57	diversity	cultural_diversity	immigrants	Aunque aprendan nuestra cultura y costumbres, es bueno que [AP] [GROUP] [CONCEPT] su propia cultura y costumbres.	mantengan	abandonen	mantengan	-6.57829805277288e-05	-4.3125539377797395e-05
57	diversity	cultural_diversity	refugees	Aunque aprendan nuestra cultura y costumbres, es bueno que [AP] [GROUP] [CONCEPT] su propia cultura y costumbres.	mantengan	abandonen	mantengan	-3.2615746022202075e-05	-2.157487324438989e-05
57	diversity	cultural_diversity	foreigner	Aunque aprendan nuestra cultura y costumbres, es bueno que [AP] [GROUP] [CONCEPT] su propia cultura y costumbres.	mantengan	abandonen	mantengan	-5.240960672381334e-05	-2.705222141230479e-05
57	diversity	cultural_diversity	people	Aunque aprendan nuestra cultura y costumbres, es bueno que [AP] [GROUP] [CONCEPT] su propia cultura y costumbres.	mantengan	abandonen	mantengan	-6.268756987992674e-05	-2.7645406589726917e-05
58	personal_or_collective_threat	jobs_and_economy	immigrants	[AP] [GROUP] que vienen a vivir en nuestro país trabajan y pagan impuestos, y al mismo tiempo, reciben atención sanitaria o otras prestaciones sociales, pero en general, [AP] [GROUP] [CONCEPT] más.	aportan	reciben	aportan	-0.00013334228424355388	-0.00010951573494821787
58	personal_or_collective_threat	jobs_and_economy	refugees	[AP] [GROUP] que vienen a vivir en nuestro país trabajan y pagan impuestos, y al mismo tiempo, reciben atención sanitaria o otras prestaciones sociales, pero en general, [AP] [GROUP] [CONCEPT] más.	aportan	reciben	aportan	-0.00011836212797788903	-0.00010670773917809129
58	personal_or_collective_threat	jobs_and_economy	foreigner	[AP] [GROUP] que vienen a vivir en nuestro país trabajan y pagan impuestos, y al mismo tiempo, reciben atención sanitaria o otras prestaciones sociales, pero en general, [AP] [GROUP] [CONCEPT] más.	aportan	reciben	aportan	-0.00019873486598953605	-0.00017523419228382409
59	personal_or_collective_threat	xenophobia_general	immigrants	[AP] [GROUP] representan una [CONCEPT] para el país.	amenaza	amenaza	oportunidad	-1.8143069610232487e-05	-1.9645125576062128e-05
59	personal_or_collective_threat	xenophobia_general	refugees	[AP] [GROUP] representan una [CONCEPT] para el país.	amenaza	amenaza	oportunidad	-1.5778503438923508e-05	-1.7978569303522818e-05
59	personal_or_collective_threat	xenophobia_general	foreigner	[AP] [GROUP] representan una [CONCEPT] para el país.	amenaza	amenaza	oportunidad	-2.2204605556908064e-05	-2.995289833052084e-05
60a	personal_or_collective_threat	xenophobia_general	immigrants	[AP] [GROUP] crean [CONCEPT] en la sociedad que los acoge.	desequilibrio	desequilibrio	empleos	-1.6837302609928884e-05	-1.8723107132245786e-05
60a	personal_or_collective_threat	xenophobia_general	refugees	[AP] [GROUP] crean [CONCEPT] en la sociedad que los acoge.	desequilibrio	desequilibrio	empleos	-1.4536101843987126e-05	-1.5176467059063725e-05
60a	personal_or_collective_threat	xenophobia_general	foreigner	[AP] [GROUP] crean [CONCEPT] en la sociedad que los acoge.	desequilibrio	desequilibrio	empleos	-3.1678719096817076e-05	-3.932672552764416e-05
60a	personal_or_collective_threat	xenophobia_general	people	[AP] [GROUP] crean [CONCEPT] en la sociedad que los acoge.	desequilibrio	desequilibrio	empleos	-4.991071546101011e-05	-0.00015459534188266844
60b	personal_or_collective_threat	xenophobia_general	immigrants	[AP] [GROUP] crean [CONCEPT] en la sociedad que los acoge.	problemas	problemas	riqueza	-1.902166332001798e-05	-5.3021827625343576e-05
60b	personal_or_collective_threat	xenophobia_general	refugees	[AP] [GROUP] crean [CONCEPT] en la sociedad que los acoge.	problemas	problemas	riqueza	-2.2489773982670158e-05	-5.3052324801683426e-05
60b	personal_or_collective_threat	xenophobia_general	foreigner	[AP] [GROUP] crean [CONCEPT] en la sociedad que los acoge.	problemas	problemas	riqueza	-6.59686338622123e-05	-0.00013391574611887336
60b	personal_or_collective_threat	xenophobia_general	people	[AP] [GROUP] crean [CONCEPT] en la sociedad que los acoge.	problemas	problemas	riqueza	-0.00010112402378581464	-0.00026072582113556564
